year,month,day,time,Latitude(S),Longitude(W),wind direction,wind force,"water temp
Surface (F)","water temp 
Injection (F)","Sea state 
Direction","Sea state 
Force","Sea swell 
Direction","Sea swell 
Force",Barometer,Air Temperature,REMARKS,Folder ref,ship_name,UUID
1957,3,16,2400,-56.947500000000005,-12.4925,N,4,34,nan,nan,4,nan,nan,28.04,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,731230b2810b5a57a091721d0aaa5122
1957,3,17,600,-56.77,-13.45,SW,9,34,nan,nan,8,nan,nan,28.3,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,17855d3b130b5c638f8d883dfd8fd742
1957,3,17,1200,-56.5825,-14.829999999999998,W,6,37,nan,nan,8,nan,nan,28.41,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,8644c0cb0d15530aa97f2b426eef0768
1957,3,17,1800,-56.395,-16.21,SW,5,36,nan,nan,6,nan,nan,28.46,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,7d2f205894ba5eb2b9f3855678cda669
1957,3,17,2400,-56.2075,-17.59,SW,6,35,nan,nan,6,nan,nan,28.58,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,492a0fc627ca58419844b37053983a3c
1957,3,18,600,-56.02,-18.97,SW,8,37,nan,nan,6,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,cc4d28d602a955daa924af119a20a5c8
1957,3,18,1200,-55.8575,-20.447499999999998,SW,7,37,nan,nan,6,nan,nan,29.03,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,fa83e047e4aa54bf9d0c8cbb977f27a2
1957,3,18,1800,-55.695,-21.924999999999997,SW,6,35,nan,nan,6,nan,nan,29.21,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,f9033e64f94350adb16f3097d7bcb5c0
1957,3,18,2400,-55.5325,-23.4025,SW,6,34,nan,nan,5,nan,nan,29.49,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,0702569da5de551289ec7d2515a466d0
1957,3,19,600,-55.37,-24.88,N,4,36,nan,nan,3,nan,nan,29.45,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,5ff20c73008853bb8121abdf204991a7
1957,3,19,1200,-55.1825,-26.555,NE,6,37,nan,nan,4,nan,nan,29.21,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,5b62293c03e15596ba3d228e89507dbf
1957,3,19,1800,-54.995,-28.229999999999997,NE,5,39,nan,nan,3,nan,nan,29.0,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,74d7052652b85f73937107cf51f288d4
1957,3,19,2400,-54.8075,-29.904999999999998,SW,5,38,nan,nan,4,nan,nan,28.88,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,55325e89e9095b5c8752c86afab5d6ac
1957,3,20,600,-54.62,-31.58,SW,5,35,nan,nan,5,nan,nan,,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,b89074dd01a3587ab9d3eb3753d0e578
1957,3,20,1200,-54.4775,-32.8225,NW,4,35,nan,nan,4,nan,nan,29.02,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,dcdf82054cf15c9488edda0877953f0e
1957,3,20,1800,-54.334999999999994,-34.065,SW,8,34,nan,nan,4,nan,nan,28.98,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,25947d141dd2531b9082501fdb41dcea
1957,3,20,2400,-54.192499999999995,-35.3075,W,6,37,nan,nan,5,nan,nan,29.02,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,8a61fa4eb6c2569d8471b0776615c6de
1957,3,21,600,-54.05,-36.55,W,6,38,nan,nan,5,nan,nan,29.03,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,5ddcc228355657ffa660f3835f34644d
1957,3,21,1200,-54.05,-36.55,W,8,39,nan,nan,6,nan,nan,29.01,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,5dc207d724905c14ab8721628b67719e
1957,3,21,1800,-54.05,-36.55,SW,8,39,nan,nan,6,nan,nan,29.05,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,a2974e656b785596875c886de5137350
1957,3,21,2400,-54.05,-36.55,CALM,0,41,nan,nan,0,nan,nan,29.22,,nan,Salvesen2_A6_Southern_Venturer_56_57,Southern venturer,779965981bf35722a253175f036373e3
1934,11,26,12,-55.92,-14.93,NW,WEAK,nan,nan,nan,SOME,nan,nan,29.06,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,f83a70969a5b5b10ae0bf58ea20e9f79
1934,11,27,12,-56.3,-13.58,SW,FRESH,nan,nan,nan,NO,nan,nan,29.18,28,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,1c96f75dee635f68be231a89f9a9f070
1934,11,28,12,-56.18,-12.53,W,FRESH,nan,nan,nan,WEAK,nan,nan,29.22,28,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,b3ce41c0edbc59968c565a0334ffc079
1934,11,29,12,-56.12,-11.15,W,FRESH,nan,nan,nan,WEAK,nan,nan,29.16,28,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,6b6def4797f6579f835ccef38baa2966
1934,11,30,12,-56.13,-9.6,W,WEAK,nan,nan,nan,CALM,nan,nan,29.16,30,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,c48c7a4be05155e4aa028568fc7d51c2
1934,12,1,12,-56.02,-9.25,NW,WEAK,nan,nan,nan,CALM,nan,nan,29.2,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,bbb085641e715597a0c7068052cbd8b4
1934,12,2,12,-55.95,-9.32,SE,WEAK,nan,nan,nan,CALM,nan,nan,28.94,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,c887c69105945a03af2035dd4fd40e8b
1934,12,3,12,-55.98,-9.53,SE,STRONG,nan,nan,nan,CALM,nan,nan,29.3,30,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,407c1ac05b9152b39566ec97710777ae
1934,12,4,12,-56.1,-9.63,NNE,STRONG,nan,nan,nan,CALM,nan,nan,29.34,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,2f5fca80835455c1a4a2c79e3a9ce7ba
1934,12,5,12,-56.48,-9.62,NE,STRONG,nan,nan,nan,HEAVY,nan,nan,28.84,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,177991ab93d857cbb88264528a3e1ebf
1934,12,6,12,-56.4,-8.9,N,FRESH,nan,nan,nan,SOME,nan,nan,28.86,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,17ba06d668815b55956f731afefe0464
1934,12,7,12,-56.87,-7.13,NE,WEAK,nan,nan,nan,SOME,nan,nan,28.7,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,5cb1cad7b04b5d9285dda6368dba04ff
1934,12,8,12,-56.72,-5.0,WSW,WEAK,nan,nan,nan,SOME,nan,nan,28.88,30,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,495224891d435c319363d9507939d45f
1934,12,9,12,-57.48,-3.05,N,FRESH,nan,nan,nan,SOME,nan,nan,28.62,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,23295a7315c45dacb80bf4d625dbf8b4
1934,12,10,12,-57.53,-2.77,NNW,FRESH,nan,nan,nan,SOME,nan,nan,28.68,32,nan,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,49a086a0380c5f5f9accd1b6c43ab6c8
1934,12,11,12,-56.68,-1.48,W,WEAK,nan,nan,nan,SOME,nan,nan,28.7,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,049a1a1f891351a99336e77b7123fa2e
1934,12,12,12,-56.57,-1.12,W,FRESH,nan,nan,nan,SOME,nan,nan,29.14,32,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,33add4d2ba405242b0f71154fec79fa4
1934,12,13,12,-56.57,-2.23,WNW,WEAK,nan,nan,nan,CALM,nan,nan,29.42,34,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,c9d191cc8153546fab68fd486291f79a
1934,12,14,12,-56.08,-5.13,NE,STRONG,nan,nan,nan,WEAK,nan,nan,28.92,30,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0aa0428ca0655ab58cd6a9ebf963e72b
1934,12,15,12,-57.0,-4.6,NW,FRESH,nan,nan,nan,SOME,nan,nan,29.12,32,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,ae0bedc0af475e2a9cf3ec97af09544b
1934,12,16,12,-57.12,-4.6,NW,WEAK,nan,nan,nan,WEAK,nan,nan,29.32,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,5e90150c2d3e55b8b04a34904ba7e306
1934,12,17,12,-57.05,-4.48,NW,STRONG,nan,nan,nan,HEAVY,nan,nan,29.06,32,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,6a8635017eda5f40a635dce6a413fd3e
1934,12,18,12,-57.03,-4.55,N,GALE,nan,nan,nan,STRONG,nan,nan,28.82,34,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,4ad22c53e91955259cec9a384adb6527
1934,12,19,12,-57.03,-3.85,N,FRESH,nan,nan,nan,SOME,nan,nan,28.98,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,059ab533d06e5bd6864f2d89aca9d108
1934,12,20,12,-56.98,-3.95,NW,FRESH,nan,nan,nan,STRONG,nan,nan,28.7,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,ddeea4aac5245b7baff2e83011bb8a32
1934,12,21,12,-56.98,-4.55,W,FRESH,nan,nan,nan,STRONG,nan,nan,28.52,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,842ccc1dbce0522194e1da50852637d5
1934,12,22,12,-57.03,-4.38,VAR,WEAK,nan,nan,nan,SOME,nan,nan,28.68,34,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,28463ecdfc2a52a09569224dc5492d4f
1934,12,23,12,-56.88,-4.38,NW,2,nan,nan,nan,2,nan,nan,28.86,33,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,069f2dbefb325701bd86d1e6e9537c1a
1934,12,24,12,-56.92,-4.75,VAR,2,nan,nan,nan,2,nan,nan,28.98,34,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,bafba8bb350154718185db6a9c990441
1934,12,25,12,-56.77,-4.62,SW,2,nan,nan,nan,2,nan,nan,29.3,34,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,4323c3b7558d5228b2bd21e2c77895c9
1934,12,26,12,-58.65,-7.03,NW,3,nan,nan,nan,3,nan,nan,29.22,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,ae70161c2d0958c2b520b1fdb734c8b8
1934,12,27,12,-59.1,-10.32,E,4,nan,nan,nan,4,nan,nan,28.76,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0c8a27aebf7058f5bcf7c3548c56ed78
1934,12,28,12,-59.3,-11.87,SE,3,nan,nan,nan,3,nan,nan,28.98,31,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,224895a4352e5354928b7e7c5abf7b69
1934,12,29,12,-58.62,-10.63,SSE,2,nan,nan,nan,3,nan,nan,29.16,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,9a99adbb7d285d318dc610edff22e647
1934,12,30,12,-57.93,-7.98,SE,1,nan,nan,nan,2,nan,nan,29.36,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,eed6365f58155326b6fd5b87ff159a59
1934,12,31,12,-58.08,-7.73,ESE,2,nan,nan,nan,2,nan,nan,29.08,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,7e6830cf0d745abf945be1de99ff800b
1935,1,1,12,-57.93,-7.38,E,3,nan,nan,nan,3,nan,nan,29.1,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,3645f660e7a05f2bad3868fffea6280e
1935,1,2,12,-58.02,-7.07,E,2,nan,nan,nan,2,nan,nan,29.48,38,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,07e0b523c1ec5a6685d2db6443ba721e
1935,1,3,12,-58.63,-7.0,E,2,nan,nan,nan,2,nan,nan,29.52,36,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,642b0d3b54695dd9b775f4409f6f2aed
1935,1,4,12,-58.73,-7.02,NE,2,nan,nan,nan,2,nan,nan,28.92,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,1a27a69f00c7514ba04b777dbebeac79
1935,1,5,12,-58.57,-7.23,VAR,1,nan,nan,nan,3,nan,nan,28.64,35,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,235ba99ed8355c20b8d5a9582e7f8615
1935,1,6,12,-58.37,-7.38,VAR,1,nan,nan,nan,3,nan,nan,28.98,36,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,dfb4e882afa15d9b8f7a3d40caeb036e
1935,1,7,12,-58.03,-7.7,E,4,nan,nan,nan,4,nan,nan,28.66,31,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,747fd07185485ade947e4bb5821bd4b5
1935,1,8,12,-58.2,-7.8,E,3,nan,nan,nan,4,nan,nan,28.62,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,370811ea693153b2ae03b358f0f75acf
1935,1,9,12,-58.12,-6.05,SSW,3,nan,nan,nan,3,nan,nan,29.0,31,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,fc9bf46643b05ea2ab10938624ab1d8c
1935,1,10,12,-58.25,-6.32,S,1,nan,nan,nan,3,nan,nan,28.98,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,c4c4615b8d3f50adaf1ae3fadfe094a9
1935,1,11,12,-58.48,-5.72,ENE,4,nan,nan,nan,4,nan,nan,28.56,34,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0cb2bad7cd735024bc62f46ab941e674
1935,1,12,12,-58.6,-5.05,N,2,nan,nan,nan,3,nan,nan,28.6,40,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,7c0fe67e2f6c5195903cd0fad8e61c0b
1935,1,13,12,-58.68,-5.53,E,2,nan,nan,nan,3,nan,nan,28.88,34,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,24f5df7dfc0a5ac5aac81c7163d088b2
1935,1,14,12,-58.75,-5.58,S,5,nan,nan,nan,4,nan,nan,28.46,31,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,17a743251c1e5dd3978928e9215a4605
1935,1,15,12,-59.22,-5.42,SW,4,nan,nan,nan,4,nan,nan,28.5,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,28d5a238171955fbaac5ace79f352b53
1935,1,16,12,-59.38,-4.48,SW,2,nan,nan,nan,3,nan,nan,28.94,34,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,5db8d40d9c8d53d98cead68ddb797454
1935,1,17,12,-59.38,-4.07,SSW,1,nan,nan,nan,2,nan,nan,29.18,34,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,845c600051355ba382354eab93bdc7e0
1935,1,18,12,-59.18,-3.93,W,1,nan,nan,nan,1,nan,nan,29.46,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,8b04f01cf4da5e36862169855a990b9e
1935,1,19,12,-59.0,-3.73,SW,1,nan,nan,nan,1,nan,nan,29.3,34,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,e5ff392d36d6513cb7970690d9b5b959
1935,1,20,12,-59.22,-3.77,SW,2,nan,nan,nan,2,nan,nan,29.38,32,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,f16e6b7a24615e688024fdb392458940
1935,1,21,12,-59.35,-3.87,W,3,nan,nan,nan,2,nan,nan,29.44,34,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,a090e77ef6a55d60bfa946aba2ba5146
1935,1,22,12,-59.78,-4.3,ENE,3,nan,nan,nan,3,nan,nan,28.84,34,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,03d41b5877ad59aaad213b6c3b80b290
1935,1,23,12,-60.13,-4.48,NE,3,nan,nan,nan,3,nan,nan,28.91,33,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,72e5d6f95a6e50f684597ba77aeea8ca
1935,1,24,12,-59.78,-4.05,E,3,nan,nan,nan,3,nan,nan,28.24,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,1a5a507afe1e5305b8410b77f258eb4a
1935,1,25,12,-59.58,-4.25,E,2,nan,nan,nan,3,nan,nan,28.72,33,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,d9a6f8a841b254099e5c4eadcaa07516
1935,1,26,12,-59.57,-3.47,SW,1,nan,nan,nan,2,nan,nan,29.0,36,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,cbddac43428d57dcab59240892b2a84a
1935,1,27,12,-59.55,-3.15,W,2,nan,nan,nan,3,nan,nan,29.33,35,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,950ee3682c935ff6a6ccae8c0b35a9eb
1935,1,28,12,-59.6,-3.22,VAR,1,nan,nan,nan,2,nan,nan,29.43,40,CLOUDY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,c0bbdb63b01f5482a3b2cc3f7de0347f
1935,1,29,12,-59.77,-2.85,W,4,nan,nan,nan,4,nan,nan,28.72,33,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,710e9a49141f5d94b50f0730f8949b54
1935,1,30,12,-59.87,-2.4,NW,2,nan,nan,nan,3,nan,nan,28.97,34,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,90255f2666f851f1901ed3b5f5f847b5
1935,1,31,12,-60.05,-1.72,NW,4,nan,nan,nan,4,nan,nan,29.04,34,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,6521f76752cd5b0e82f9552472606ae4
1935,2,1,12,-60.15,-1.07,NW,2,nan,nan,nan,3,nan,nan,29.12,33,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,ae2eeb98c0f55d27ae532d5289340d28
1935,2,2,12,-59.92,-0.55,WNW,3,nan,nan,nan,3,nan,nan,29.32,35,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,09b6d37d87655b09a2550c4fc108564f
1935,2,3,12,-60.4,-0.62,E,7,nan,nan,nan,6,nan,nan,28.42,33,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,ffa85ef8c5d255a48e131ab0bc7e635f
1935,2,4,12,-61.77,2.2,SW,4,nan,nan,nan,4,nan,nan,29.0,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0100654de5245b189cbcff637e4d92cf
1935,2,5,12,-64.47,7.7,SE,3,nan,nan,nan,3,nan,nan,29.0,30,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,af595f6795d75be8acf68073404b0aa4
1935,2,6,12,-66.55,11.58,SE,4,nan,nan,nan,3,nan,nan,28.8,31,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,b0bed7c8d785575493012bc0150eaaca
1935,2,7,12,-67.7,17.57,S,3,nan,nan,nan,3,nan,nan,28.83,29,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,1eae19ee4680553fb9c91495ff5c3bcd
1935,2,8,12,-67.82,20.07,W,2,nan,nan,nan,2,nan,nan,29.0,29,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,33a3aad1d540597a908eea7007bc13ba
1935,2,9,12,-68.15,20.85,SE,2,nan,nan,nan,2,nan,nan,29.14,28,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0c985d9e4f965a87842c3996beacd0b3
1935,2,10,12,-68.12,21.05,S,1,nan,nan,nan,1,nan,nan,29.12,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,a5983685155350359694ed5b8b0552f2
1935,2,11,12,-67.05,21.65,S,2,nan,nan,nan,2,nan,nan,29.1,30,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,c971cbc09cbb566d8500e6c86170a8d8
1935,2,12,12,-67.15,21.05,W,2,nan,nan,nan,2,nan,nan,29.08,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,01da5c1c8e0b5dbf927508220350e8f0
1935,2,13,12,-66.52,22.02,SW,2,nan,nan,nan,3,nan,nan,29.09,30,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,51dd3a8ad45c51069d07ff64b8bb41a4
1935,2,14,12,-65.0,15.57,WNW,4,nan,nan,nan,3,nan,nan,29.1,32,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,d351e5ac54085c44ab07f47e89b8abf0
1935,2,15,12,-62.95,8.22,E,2,nan,nan,nan,3,nan,nan,29.1,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,5c5cf36853cf58bea117b557941cdf6f
1935,2,16,12,-61.45,2.08,SW,2,nan,nan,nan,2,nan,nan,28.96,34,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,b115638b867553528b7fe4c311c3a2f1
1935,2,17,12,-60.87,0.92,SW,4,nan,nan,nan,4,nan,nan,29.2,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0e3f62e342625f4bade928867c85defd
1935,2,18,12,-60.68,0.62,SW,3,nan,nan,nan,3,nan,nan,29.02,34,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,3e722de9547c5738a66e7f14873ac345
1935,2,19,12,-60.05,0.32,SW,5,nan,nan,nan,4,nan,nan,29.27,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,c0ea47db738a5fd7af620b496a32752d
1935,2,20,12,-60.35,-0.07,NW,3,nan,nan,nan,3,nan,nan,29.56,32,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,1051bf7141bf57f7a0c8a2870b1e0007
1935,2,21,12,-60.05,0.43,NW,4,nan,nan,nan,3,nan,nan,29.08,34,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,a02b286bea6055de988107b696ffb7cd
1935,2,22,12,-60.65,0.47,NW,5,nan,nan,nan,5,nan,nan,29.15,34,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,f47b34c8429155f6b398192e9d0a43b6
1935,2,23,12,-60.85,-0.02,SE,3,nan,nan,nan,3,nan,nan,28.49,34,HAZY,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,1f68baff482658fc9a8a917be1ebc242
1935,2,24,12,-61.1,-0.48,NE,3,nan,nan,nan,3,nan,nan,28.5,34,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,55e1fad906ba577b9c737c8698b6612a
1935,2,25,12,-61.03,-1.38,S,2,nan,nan,nan,3,nan,nan,28.42,34,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,3d325718f20254ec845b1274d1ca3bfa
1935,2,26,12,-61.03,-2.02,SW,3,nan,nan,nan,3,nan,nan,28.98,33,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,e990cf883edb5acc836422dcf6a68129
1935,2,27,12,-61.47,-3.28,S,2,nan,nan,nan,3,nan,nan,29.3,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,e06def37dc43519ba18f7da06f686851
1935,2,28,12,-61.38,-4.12,S,2,nan,nan,nan,2,nan,nan,29.25,31,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,f3c63b377cbe56d48ba81c32cfdd6cea
1935,3,1,12,-61.4,-3.93,N,2,nan,nan,nan,2,nan,nan,28.94,31,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0d1fd3ea408152d7b259fffd0ab8fd35
1935,3,2,12,-61.57,-3.7,SW,5,nan,nan,nan,4,nan,nan,28.94,27,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,02b6d1acd5ce5c6ab8665af05d19965e
1935,3,3,12,-61.47,-6.08,NW,3,nan,nan,nan,3,nan,nan,29.54,30,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,2b59010b31675a37b6b82ef064ae188b
1935,3,4,12,-61.68,-7.65,WNW,6,nan,nan,nan,5,nan,nan,29.0,34,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,19425362e62e5912a9b52f6c9aa68faf
1935,3,5,12,-61.95,-10.87,NW,3,nan,nan,nan,3,nan,nan,29.03,32,FOG,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,314384f687665a89b676381062d62f63
1935,3,6,12,-62.2,-12.48,W,2,nan,nan,nan,2,nan,nan,28.94,34,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,b62b03515771515e9ccce799d7c3b2e0
1935,3,7,12,-62.23,-13.12,N,3,nan,nan,nan,3,nan,nan,29.02,32,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,44c791c1e1c459a3a0b41c318bf0016f
1935,3,8,12,-62.52,-14.2,S,2,nan,nan,nan,2,nan,nan,29.0,33,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,71dab8698dd8594e83a7494d1af55e97
1935,3,9,12,-62.62,-15.42,ENE,4,nan,nan,nan,4,nan,nan,28.88,32,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,62c03a94d9fd5cb69eefd319179c7e5f
1935,3,10,12,-63.08,-19.77,S,3,nan,nan,nan,5,nan,nan,28.18,32,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,a1339dfb63cf59a49ecfe072e9856ce9
1935,3,11,12,-63.52,-25.13,SE,3,nan,nan,nan,4,nan,nan,28.78,28,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,eebf868a25575b7ea30be46a5936c454
1935,3,12,12,-63.62,-25.68,NE,2,nan,nan,nan,2,nan,nan,29.0,28,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,0754904ebaa75eaaaf83724b3648450b
1935,3,13,12,-64.2,-26.65,NE,5,nan,nan,nan,4,nan,nan,29.06,30,SNOW,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,97f00fc1bdb85a268c382e5a5d6b3b53
1935,3,14,12,-64.62,-28.87,W,3,nan,nan,nan,2,nan,nan,29.38,29,OCAST,Salvesen2_E5_Box2_New_Sevilla_34_35,New sevilla,fb07b73bb4b251939a7852db058d8b84
